order_id,customer_id,restaurant_id,rider_id,calendar_id,weather_id,payment_id,promotion_id,order_timestamp,delivered_timestamp,order_status,delivery_minutes,delivery_fee,platform_fee,cancellation_reason
3627,448,13,37,80,80,1,4.0,2024-03-20 08:33:00,2024-03-20 09:23:00,Delivered,50.0,40,10,
3628,93,12,178,583,583,5,,2025-08-05 21:00:00,2025-08-05 21:43:00,Delivered,43.0,60,10,
3629,44,16,252,397,397,5,,2025-01-31 19:15:00,2025-01-31 20:13:00,Delivered,58.0,25,10,
3630,554,39,88,361,361,3,,2024-12-26 20:55:00,2024-12-26 21:24:00,Delivered,29.0,60,10,
3631,657,48,57,584,584,2,,2025-08-06 13:38:00,2025-08-06 14:06:00,Delivered,28.0,25,10,
3632,951,70,219,323,323,5,3.0,2024-11-18 21:58:00,2024-11-18 22:32:00,Delivered,34.0,40,10,
3633,155,12,66,316,316,1,1.0,2024-11-11 17:05:00,2024-11-11 17:25:00,Delivered,20.0,25,10,
3634,220,18,216,463,463,1,,2025-04-07 21:13:00,2025-04-07 21:39:00,Delivered,26.0,0,10,
3635,769,46,171,666,666,5,12.0,2025-10-27 21:20:00,2025-10-27 22:19:00,Delivered,59.0,40,10,
3636,1925,106,269,534,534,3,,2025-06-17 19:09:00,2025-06-17 19:50:00,Delivered,41.0,25,10,
3637,672,41,58,287,287,5,,2024-10-13 10:30:00,2024-10-13 11:00:00,Delivered,30.0,25,10,
3638,1147,52,253,677,677,4,,2025-11-07 17:18:00,2025-11-07 17:45:00,Delivered,27.0,25,10,
3639,741,34,42,61,61,2,,2024-03-01 13:58:00,2024-03-01 14:51:00,Delivered,53.0,25,10,
3640,583,39,214,100,100,2,,2024-04-09 16:54:00,2024-04-09 17:38:00,Delivered,44.0,25,10,
3641,1460,85,194,506,506,2,,2025-05-20 07:53:00,2025-05-20 08:45:00,Delivered,52.0,25,10,
3642,1811,118,118,633,633,3,2.0,2025-09-24 21:32:00,2025-09-24 22:10:00,Delivered,38.0,40,10,
3643,234,6,127,562,562,3,,2025-07-15 13:05:00,2025-07-15 13:48:00,Delivered,43.0,25,10,
3644,1174,54,221,69,69,1,,2024-03-09 13:56:00,2024-03-09 14:50:00,Delivered,54.0,40,10,
3645,125,23,163,12,12,5,,2024-01-12 13:13:00,2024-01-12 13:42:00,Delivered,29.0,60,10,
3646,177,10,158,182,182,1,,2024-06-30 14:06:00,2024-06-30 14:40:00,Delivered,34.0,60,10,
3647,1515,102,232,189,189,4,,2024-07-07 14:56:00,2024-07-07 15:41:00,Delivered,45.0,40,10,
3648,492,30,12,2,2,2,,2024-01-02 13:49:00,2024-01-02 14:40:00,Delivered,51.0,25,10,
3649,1004,55,75,628,628,5,,2025-09-19 13:26:00,2025-09-19 14:01:00,Delivered,35.0,0,10,
3650,1265,84,119,476,476,4,,2025-04-20 08:56:00,2025-04-20 09:54:00,Delivered,58.0,25,10,
3651,729,46,110,331,331,5,6.0,2024-11-26 19:30:00,,Cancelled,,25,10,Restaurant Closed
3652,862,60,180,538,538,3,,2025-06-21 22:45:00,2025-06-21 23:45:00,Delivered,60.0,60,10,
3653,705,37,238,504,504,3,,2025-05-18 14:00:00,2025-05-18 14:36:00,Delivered,36.0,40,10,
3654,362,14,62,4,4,5,,2024-01-04 20:28:00,2024-01-04 21:14:00,Delivered,46.0,25,10,
3655,1698,101,47,670,670,2,9.0,2025-10-31 19:54:00,2025-10-31 20:36:00,Delivered,42.0,0,10,
3656,30,19,257,297,297,1,10.0,2024-10-23 22:54:00,2024-10-23 23:19:00,Delivered,25.0,25,10,
3657,378,22,201,423,423,4,,2025-02-26 19:59:00,2025-02-26 20:52:00,Delivered,53.0,40,10,
3658,325,7,96,567,567,3,,2025-07-20 17:37:00,2025-07-20 18:18:00,Delivered,41.0,25,10,
3659,81,5,257,656,656,4,,2025-10-17 09:17:00,2025-10-17 09:58:00,Delivered,41.0,0,10,
3660,339,21,217,583,583,2,,2025-08-05 22:30:00,2025-08-05 22:53:00,Delivered,23.0,40,10,
3661,1340,73,145,683,683,1,,2025-11-13 07:28:00,2025-11-13 08:04:00,Delivered,36.0,40,10,
3662,739,33,228,547,547,4,,2025-06-30 09:37:00,2025-06-30 10:27:00,Delivered,50.0,40,10,
3663,1032,62,166,690,690,5,6.0,2025-11-20 17:39:00,2025-11-20 18:02:00,Delivered,23.0,40,10,
3664,84,17,37,618,618,1,,2025-09-09 21:17:00,2025-09-09 21:54:00,Delivered,37.0,0,10,
3665,873,64,266,138,138,1,,2024-05-17 13:03:00,2024-05-17 13:50:00,Delivered,47.0,25,10,
3666,1561,100,114,508,508,1,10.0,2025-05-22 20:46:00,2025-05-22 21:08:00,Delivered,22.0,25,10,
3667,1757,105,68,264,264,3,,2024-09-20 20:21:00,,Cancelled,,25,10,Restaurant Closed
3668,1464,79,274,263,263,1,,2024-09-19 08:32:00,2024-09-19 08:53:00,Delivered,21.0,25,10,
3669,715,48,92,303,303,4,,2024-10-29 20:36:00,2024-10-29 21:30:00,Delivered,54.0,60,10,
3670,1038,56,125,434,434,1,6.0,2025-03-09 20:16:00,2025-03-09 20:36:00,Delivered,20.0,40,10,
3671,1378,83,273,28,28,2,,2024-01-28 19:25:00,2024-01-28 19:45:00,Delivered,20.0,60,10,
3672,355,15,83,559,559,1,,2025-07-12 12:41:00,2025-07-12 13:27:00,Delivered,46.0,25,10,
3673,477,16,278,238,238,1,5.0,2024-08-25 07:20:00,2024-08-25 08:05:00,Delivered,45.0,25,10,
3674,1191,55,72,686,686,2,,2025-11-16 13:43:00,2025-11-16 14:14:00,Delivered,31.0,40,10,
3675,991,55,75,690,690,2,,2025-11-20 21:30:00,2025-11-20 22:05:00,Delivered,35.0,60,10,
3676,659,37,261,420,420,1,,2025-02-23 14:15:00,2025-02-23 14:48:00,Delivered,33.0,25,10,
3677,649,48,256,480,480,5,,2025-04-24 07:18:00,2025-04-24 07:46:00,Delivered,28.0,25,10,
3678,67,24,12,633,633,4,,2025-09-24 19:05:00,2025-09-24 19:36:00,Delivered,31.0,25,10,
3679,1584,99,13,14,14,3,11.0,2024-01-14 22:59:00,2024-01-14 23:46:00,Delivered,47.0,40,10,
3680,1653,100,24,235,235,2,,2024-08-22 07:08:00,2024-08-22 07:57:00,Delivered,49.0,25,10,
3681,1343,87,276,730,730,2,8.0,2025-12-30 17:06:00,2025-12-30 17:39:00,Delivered,33.0,25,10,
3682,68,10,209,389,389,1,9.0,2025-01-23 20:56:00,2025-01-23 21:20:00,Delivered,24.0,0,10,
3683,652,46,171,257,257,3,3.0,2024-09-13 17:00:00,2024-09-13 17:43:00,Delivered,43.0,60,10,
3684,1786,105,286,631,631,5,,2025-09-22 17:37:00,2025-09-22 18:16:00,Delivered,39.0,25,10,
3685,1280,81,230,587,587,5,,2025-08-09 09:57:00,2025-08-09 10:19:00,Delivered,22.0,40,10,
3686,1734,118,212,348,348,2,1.0,2024-12-13 21:42:00,,Cancelled,,40,10,Customer Cancelled
3687,1338,90,51,262,262,1,5.0,2024-09-18 22:15:00,2024-09-18 22:56:00,Delivered,41.0,40,10,
3688,1498,83,122,356,356,2,,2024-12-21 09:26:00,2024-12-21 10:06:00,Delivered,40.0,40,10,
3689,323,1,95,287,287,1,,2024-10-13 20:27:00,2024-10-13 21:12:00,Delivered,45.0,25,10,
3690,1133,55,128,195,195,3,4.0,2024-07-13 12:40:00,,Cancelled,,25,10,Customer Cancelled
3691,432,7,196,342,342,4,12.0,2024-12-07 21:02:00,2024-12-07 21:45:00,Delivered,43.0,40,10,
3692,456,5,244,573,573,2,12.0,2025-07-26 22:48:00,2025-07-26 23:19:00,Delivered,31.0,25,10,
3693,268,22,201,213,213,4,,2024-07-31 09:22:00,2024-07-31 10:05:00,Delivered,43.0,25,10,
3694,1187,60,177,294,294,1,,2024-10-20 16:41:00,2024-10-20 17:18:00,Delivered,37.0,25,10,
3695,1622,100,281,716,716,5,,2025-12-16 21:03:00,2025-12-16 21:51:00,Delivered,48.0,60,10,
3696,305,18,46,15,15,2,,2024-01-15 22:43:00,2024-01-15 23:38:00,Delivered,55.0,25,10,
3697,951,58,283,656,656,5,,2025-10-17 14:41:00,2025-10-17 15:28:00,Delivered,47.0,25,10,
3698,1992,104,218,59,59,1,2.0,2024-02-28 21:58:00,2024-02-28 22:26:00,Delivered,28.0,25,10,
3699,853,50,287,352,352,2,10.0,2024-12-17 21:03:00,2024-12-17 21:32:00,Delivered,29.0,0,10,
3700,1022,67,133,200,200,2,,2024-07-18 21:41:00,2024-07-18 22:27:00,Delivered,46.0,40,10,
3701,876,52,111,353,353,3,,2024-12-18 07:48:00,2024-12-18 08:13:00,Delivered,25.0,40,10,
3702,481,23,163,333,333,4,,2024-11-28 19:24:00,2024-11-28 20:03:00,Delivered,39.0,25,10,
3703,342,10,209,726,726,5,2.0,2025-12-26 10:58:00,2025-12-26 11:46:00,Delivered,48.0,25,10,
3704,1948,120,136,729,729,5,9.0,2025-12-29 13:06:00,2025-12-29 13:59:00,Delivered,53.0,25,10,
3705,1320,86,51,404,404,1,,2025-02-07 12:48:00,2025-02-07 13:09:00,Delivered,21.0,25,10,
3706,1936,105,186,292,292,1,,2024-10-18 19:40:00,2024-10-18 20:01:00,Delivered,21.0,25,10,
3707,644,46,110,310,310,4,,2024-11-05 22:42:00,2024-11-05 23:05:00,Delivered,23.0,25,10,
3708,1065,72,246,113,113,1,,2024-04-22 21:14:00,2024-04-22 22:03:00,Delivered,49.0,60,10,
3709,1740,103,226,181,181,3,,2024-06-29 19:45:00,2024-06-29 20:28:00,Delivered,43.0,25,10,
3710,703,31,86,557,557,3,8.0,2025-07-10 16:10:00,2025-07-10 17:05:00,Delivered,55.0,25,10,
3711,7,1,26,34,34,3,,2024-02-03 13:10:00,2024-02-03 13:59:00,Delivered,49.0,40,10,
3712,1281,81,229,189,189,3,8.0,2024-07-07 16:34:00,2024-07-07 17:10:00,Delivered,36.0,25,10,
3713,1882,120,222,393,393,2,5.0,2025-01-27 20:54:00,2025-01-27 21:36:00,Delivered,42.0,40,10,
3714,1383,86,15,194,194,2,,2024-07-12 12:20:00,2024-07-12 13:09:00,Delivered,49.0,40,10,
3715,1222,82,138,543,543,2,,2025-06-26 12:30:00,2025-06-26 13:28:00,Delivered,58.0,25,10,
3716,1864,107,28,212,212,4,8.0,2024-07-30 13:44:00,2024-07-30 14:26:00,Delivered,42.0,0,10,
3717,1074,50,224,39,39,1,,2024-02-08 19:40:00,2024-02-08 20:22:00,Delivered,42.0,25,10,
3718,1468,90,104,717,717,5,,2025-12-17 14:31:00,,Cancelled,,25,10,Restaurant Closed
3719,791,38,113,47,47,5,,2024-02-16 14:36:00,2024-02-16 15:35:00,Delivered,59.0,0,10,
3720,1290,85,194,510,510,2,,2025-05-24 13:05:00,2025-05-24 14:02:00,Delivered,57.0,25,10,
3721,1629,102,176,121,121,2,12.0,2024-04-30 19:55:00,,Cancelled,,0,10,Restaurant Closed
3722,736,34,42,696,696,1,,2025-11-26 19:49:00,2025-11-26 20:30:00,Delivered,41.0,25,10,
3723,387,23,4,177,177,2,,2024-06-25 21:28:00,2024-06-25 22:14:00,Delivered,46.0,25,10,
3724,101,12,66,322,322,4,,2024-11-17 08:33:00,2024-11-17 09:26:00,Delivered,53.0,25,10,
3725,1590,92,106,475,475,1,,2025-04-19 19:07:00,2025-04-19 19:49:00,Delivered,42.0,40,10,
3726,439,17,250,143,143,1,,2024-05-22 14:51:00,2024-05-22 15:39:00,Delivered,48.0,25,10,
3727,1885,110,234,462,462,4,,2025-04-06 16:58:00,2025-04-06 17:58:00,Delivered,60.0,60,10,
3728,35,26,170,512,512,3,,2025-05-26 19:46:00,2025-05-26 20:32:00,Delivered,46.0,25,10,
3729,166,9,83,682,682,2,,2025-11-12 08:03:00,,Cancelled,,0,10,Restaurant Closed
3730,831,67,81,234,234,2,,2024-08-21 10:18:00,2024-08-21 10:58:00,Delivered,40.0,0,10,
3731,1963,106,207,152,152,1,,2024-05-31 14:18:00,2024-05-31 15:02:00,Delivered,44.0,40,10,
3732,508,46,58,242,242,3,1.0,2024-08-29 13:32:00,2024-08-29 13:52:00,Delivered,20.0,0,10,
3733,1226,86,64,25,25,2,,2024-01-25 10:46:00,2024-01-25 11:31:00,Delivered,45.0,60,10,
3734,7,1,127,52,52,2,11.0,2024-02-21 13:30:00,2024-02-21 14:06:00,Delivered,36.0,25,10,
3735,277,27,90,666,666,5,,2025-10-27 16:18:00,2025-10-27 17:01:00,Delivered,43.0,25,10,
3736,811,62,98,360,360,2,,2024-12-25 19:37:00,2024-12-25 20:12:00,Delivered,35.0,25,10,
3737,985,62,246,129,129,3,,2024-05-08 09:26:00,2024-05-08 10:09:00,Delivered,43.0,25,10,
3738,1480,88,129,689,689,3,,2025-11-19 21:57:00,2025-11-19 22:43:00,Delivered,46.0,40,10,
3739,884,67,124,322,322,4,,2024-11-17 12:19:00,2024-11-17 13:15:00,Delivered,56.0,25,10,
3740,1689,100,281,713,713,2,,2025-12-13 10:54:00,2025-12-13 11:41:00,Delivered,47.0,60,10,
3741,480,26,271,710,710,5,,2025-12-10 21:07:00,2025-12-10 21:58:00,Delivered,51.0,25,10,
3742,429,3,272,589,589,4,,2025-08-11 13:08:00,2025-08-11 13:51:00,Delivered,43.0,25,10,
3743,1417,81,161,373,373,4,,2025-01-07 19:13:00,2025-01-07 19:55:00,Delivered,42.0,0,10,
3744,1997,114,269,632,632,1,,2025-09-23 12:51:00,2025-09-23 13:21:00,Delivered,30.0,25,10,
3745,1237,79,285,79,79,1,,2024-03-19 17:48:00,2024-03-19 18:37:00,Delivered,49.0,0,10,
3746,1997,114,269,367,367,4,,2025-01-01 07:00:00,2025-01-01 07:40:00,Delivered,40.0,25,10,
3747,1076,50,192,683,683,4,,2025-11-13 14:58:00,2025-11-13 15:48:00,Delivered,50.0,25,10,
3748,177,10,191,614,614,5,,2025-09-05 14:17:00,2025-09-05 14:45:00,Delivered,28.0,0,10,
3749,929,56,210,207,207,1,,2024-07-25 12:49:00,2024-07-25 13:38:00,Delivered,49.0,25,10,
3750,1527,93,240,225,225,1,,2024-08-12 12:26:00,2024-08-12 13:21:00,Delivered,55.0,25,10,
3751,1269,73,229,54,54,3,6.0,2024-02-23 20:32:00,2024-02-23 21:22:00,Delivered,50.0,25,10,
3752,163,12,178,415,415,1,,2025-02-18 19:55:00,2025-02-18 20:49:00,Delivered,54.0,40,10,
3753,36,9,108,507,507,4,,2025-05-21 19:21:00,2025-05-21 20:00:00,Delivered,39.0,60,10,
3754,1262,75,15,518,518,2,,2025-06-01 14:17:00,2025-06-01 15:02:00,Delivered,45.0,40,10,
3755,625,34,88,674,674,4,3.0,2025-11-04 22:25:00,2025-11-04 23:16:00,Delivered,51.0,25,10,
3756,88,15,282,238,238,3,,2024-08-25 16:17:00,2024-08-25 16:47:00,Delivered,30.0,25,10,
3757,1659,95,240,434,434,4,,2025-03-09 09:43:00,2025-03-09 10:17:00,Delivered,34.0,40,10,
3758,65,4,67,110,110,5,,2024-04-19 10:31:00,2024-04-19 10:52:00,Delivered,21.0,40,10,
3759,922,63,20,303,303,1,,2024-10-29 22:44:00,2024-10-29 23:06:00,Delivered,22.0,40,10,
3760,1943,119,2,491,491,4,12.0,2025-05-05 14:23:00,2025-05-05 15:06:00,Delivered,43.0,25,10,
3761,1913,105,68,211,211,1,3.0,2024-07-29 14:26:00,2024-07-29 15:14:00,Delivered,48.0,25,10,
3762,23,12,178,556,556,4,,2025-07-09 13:54:00,2025-07-09 14:42:00,Delivered,48.0,60,10,
3763,451,18,209,633,633,5,5.0,2025-09-24 07:13:00,2025-09-24 07:46:00,Delivered,33.0,40,10,
3764,1044,66,134,173,173,2,,2024-06-21 09:21:00,2024-06-21 09:56:00,Delivered,35.0,40,10,
3765,1103,62,52,203,203,5,12.0,2024-07-21 19:24:00,2024-07-21 20:21:00,Delivered,57.0,60,10,
3766,1443,88,181,504,504,3,,2025-05-18 10:45:00,2025-05-18 11:43:00,Delivered,58.0,0,10,
3767,1583,100,249,654,654,3,,2025-10-15 08:15:00,2025-10-15 09:08:00,Delivered,53.0,60,10,
3768,209,13,182,221,221,4,,2024-08-08 20:03:00,2024-08-08 20:58:00,Delivered,55.0,0,10,
3769,848,70,243,435,435,2,,2025-03-10 21:16:00,2025-03-10 21:38:00,Delivered,22.0,25,10,
3770,1562,101,193,361,361,3,,2024-12-26 19:20:00,2024-12-26 19:51:00,Delivered,31.0,40,10,
3771,416,17,254,633,633,1,9.0,2025-09-24 20:15:00,,Cancelled,,0,10,Customer Cancelled
3772,716,33,150,196,196,5,,2024-07-14 19:37:00,2024-07-14 20:01:00,Delivered,24.0,40,10,
3773,418,21,14,673,673,5,,2025-11-03 13:17:00,2025-11-03 13:50:00,Delivered,33.0,25,10,
3774,955,55,147,676,676,1,,2025-11-06 13:36:00,2025-11-06 14:06:00,Delivered,30.0,25,10,
3775,529,44,251,182,182,2,,2024-06-30 21:22:00,2024-06-30 22:01:00,Delivered,39.0,25,10,
3776,1391,85,1,219,219,5,,2024-08-06 12:57:00,2024-08-06 13:25:00,Delivered,28.0,40,10,
3777,284,5,14,656,656,1,,2025-10-17 19:33:00,2025-10-17 20:30:00,Delivered,57.0,40,10,
3778,658,37,38,43,43,1,,2024-02-12 14:01:00,2024-02-12 14:42:00,Delivered,41.0,60,10,
3779,43,23,264,553,553,2,,2025-07-06 13:45:00,2025-07-06 14:36:00,Delivered,51.0,0,10,
3780,1706,106,269,477,477,4,3.0,2025-04-21 21:56:00,2025-04-21 22:34:00,Delivered,38.0,0,10,
3781,1666,97,106,96,96,1,10.0,2024-04-05 20:32:00,2024-04-05 21:22:00,Delivered,50.0,40,10,
3782,288,7,90,281,281,1,,2024-10-07 17:22:00,2024-10-07 18:04:00,Delivered,42.0,40,10,
3783,1902,111,55,539,539,1,,2025-06-22 08:37:00,2025-06-22 09:00:00,Delivered,23.0,25,10,
3784,672,41,171,226,226,1,,2024-08-13 17:44:00,2024-08-13 18:22:00,Delivered,38.0,40,10,
3785,215,26,12,495,495,1,10.0,2025-05-09 12:25:00,2025-05-09 13:15:00,Delivered,50.0,25,10,
3786,1838,103,215,36,36,3,,2024-02-05 12:36:00,2024-02-05 13:32:00,Delivered,56.0,60,10,
3787,631,31,86,122,122,1,,2024-05-01 20:03:00,2024-05-01 20:55:00,Delivered,52.0,40,10,
3788,1598,101,193,60,60,5,,2024-02-29 13:07:00,2024-02-29 13:27:00,Delivered,20.0,25,10,
3789,853,50,224,262,262,2,5.0,2024-09-18 20:50:00,2024-09-18 21:46:00,Delivered,56.0,0,10,
3790,1499,78,18,466,466,3,,2025-04-10 20:32:00,2025-04-10 21:04:00,Delivered,32.0,25,10,
3791,1058,69,84,330,330,5,,2024-11-25 07:47:00,2024-11-25 08:39:00,Delivered,52.0,60,10,
3792,578,37,58,662,662,1,,2025-10-23 12:37:00,2025-10-23 13:04:00,Delivered,27.0,25,10,
3793,1415,87,285,590,590,4,,2025-08-12 22:34:00,2025-08-12 23:24:00,Delivered,50.0,25,10,
3794,201,22,9,34,34,2,,2024-02-03 16:18:00,2024-02-03 17:14:00,Delivered,56.0,40,10,
3795,510,33,160,526,526,2,,2025-06-09 20:33:00,2025-06-09 21:09:00,Delivered,36.0,25,10,
3796,1733,119,2,446,446,2,,2025-03-21 20:00:00,2025-03-21 20:23:00,Delivered,23.0,40,10,
3797,1884,110,186,420,420,5,,2025-02-23 21:28:00,2025-02-23 22:19:00,Delivered,51.0,25,10,
3798,689,47,77,73,73,1,,2024-03-13 17:34:00,2024-03-13 18:18:00,Delivered,44.0,25,10,
3799,220,18,191,143,143,4,,2024-05-22 13:39:00,2024-05-22 14:04:00,Delivered,25.0,25,10,
3800,1622,100,249,108,108,1,3.0,2024-04-17 14:18:00,2024-04-17 15:06:00,Delivered,48.0,25,10,
3801,933,63,133,269,269,1,5.0,2024-09-25 19:44:00,2024-09-25 20:07:00,Delivered,23.0,25,10,
3802,1155,52,128,724,724,1,,2025-12-24 22:36:00,,Cancelled,,25,10,Customer Cancelled
3803,253,19,217,54,54,5,,2024-02-23 17:04:00,2024-02-23 17:41:00,Delivered,37.0,25,10,
3804,1948,120,99,379,379,5,,2025-01-13 19:54:00,2025-01-13 20:20:00,Delivered,26.0,25,10,
3805,1412,75,64,57,57,3,,2024-02-26 12:51:00,,Cancelled,,25,10,Rider Unavailable
3806,1212,79,276,561,561,1,5.0,2025-07-14 19:12:00,2025-07-14 19:38:00,Delivered,26.0,25,10,
3807,608,37,171,183,183,4,10.0,2024-07-01 22:54:00,2024-07-01 23:25:00,Delivered,31.0,25,10,
3808,816,50,192,552,552,3,5.0,2025-07-05 19:21:00,2025-07-05 20:17:00,Delivered,56.0,40,10,
3809,1975,103,112,701,701,3,,2025-12-01 13:36:00,2025-12-01 14:14:00,Delivered,38.0,25,10,
3810,1650,98,156,274,274,4,,2024-09-30 16:24:00,,Cancelled,,25,10,Rider Unavailable
3811,1759,119,299,290,290,5,12.0,2024-10-16 21:03:00,2024-10-16 21:26:00,Delivered,23.0,25,10,
3812,1881,104,284,143,143,3,9.0,2024-05-22 10:51:00,2024-05-22 11:22:00,Delivered,31.0,25,10,
3813,423,12,165,257,257,2,,2024-09-13 21:59:00,2024-09-13 22:32:00,Delivered,33.0,0,10,
3814,42,18,102,470,470,5,1.0,2025-04-14 21:42:00,2025-04-14 22:38:00,Delivered,56.0,0,10,
3815,558,41,171,365,365,5,1.0,2024-12-30 19:03:00,2024-12-30 19:26:00,Delivered,23.0,25,10,
3816,1548,100,168,230,230,5,,2024-08-17 07:08:00,2024-08-17 07:51:00,Delivered,43.0,25,10,
3817,1222,83,65,362,362,1,,2024-12-27 08:36:00,2024-12-27 09:02:00,Delivered,26.0,40,10,
3818,1942,118,233,529,529,3,,2025-06-12 13:03:00,2025-06-12 13:49:00,Delivered,46.0,40,10,
3819,1622,100,24,611,611,1,12.0,2025-09-02 12:18:00,2025-09-02 13:17:00,Delivered,59.0,40,10,
3820,1112,64,81,297,297,5,,2024-10-23 08:11:00,2024-10-23 08:33:00,Delivered,22.0,0,10,
3821,1336,85,194,193,193,1,,2024-07-11 20:58:00,2024-07-11 21:26:00,Delivered,28.0,40,10,
3822,268,22,201,220,220,5,8.0,2024-08-07 14:17:00,2024-08-07 15:14:00,Delivered,57.0,40,10,
3823,1561,100,281,235,235,3,5.0,2024-08-22 12:21:00,2024-08-22 13:13:00,Delivered,52.0,40,10,
3824,580,45,77,93,93,2,,2024-04-02 12:59:00,,Cancelled,,60,10,Rider Unavailable
3825,1605,99,35,676,676,1,,2025-11-06 22:27:00,2025-11-06 23:27:00,Delivered,60.0,25,10,
3826,1677,100,126,620,620,4,12.0,2025-09-11 20:49:00,,Cancelled,,0,10,Restaurant Closed
3827,568,41,41,107,107,2,,2024-04-16 09:59:00,2024-04-16 10:54:00,Delivered,55.0,60,10,
3828,1299,85,194,536,536,4,,2025-06-19 22:53:00,2025-06-19 23:19:00,Delivered,26.0,25,10,
3829,693,41,238,491,491,4,,2025-05-05 12:57:00,2025-05-05 13:37:00,Delivered,40.0,0,10,
3830,1500,78,172,292,292,2,,2024-10-18 12:52:00,,Cancelled,,25,10,Payment Failed
3831,410,30,278,340,340,3,,2024-12-05 13:51:00,2024-12-05 14:46:00,Delivered,55.0,60,10,
3832,220,10,102,627,627,4,,2025-09-18 19:27:00,2025-09-18 20:27:00,Delivered,60.0,25,10,
3833,1176,65,162,272,272,4,,2024-09-28 20:43:00,2024-09-28 21:42:00,Delivered,59.0,25,10,
3834,58,8,217,723,723,1,,2025-12-23 16:06:00,2025-12-23 16:53:00,Delivered,47.0,40,10,
3835,827,59,202,621,621,5,8.0,2025-09-12 14:48:00,2025-09-12 15:26:00,Delivered,38.0,40,10,
3836,1353,74,181,239,239,3,,2024-08-26 19:45:00,2024-08-26 20:40:00,Delivered,55.0,60,10,
3837,1585,98,232,377,377,3,5.0,2025-01-11 19:35:00,2025-01-11 20:00:00,Delivered,25.0,25,10,
3838,642,48,25,644,644,3,,2025-10-05 09:05:00,2025-10-05 09:57:00,Delivered,52.0,25,10,
3839,1298,85,120,562,562,5,,2025-07-15 13:05:00,2025-07-15 13:26:00,Delivered,21.0,25,10,
3840,573,47,78,74,74,5,,2024-03-14 13:10:00,2024-03-14 14:06:00,Delivered,56.0,40,10,
3841,791,33,113,529,529,2,11.0,2025-06-12 12:08:00,2025-06-12 12:54:00,Delivered,46.0,40,10,
3842,241,18,93,685,685,4,,2025-11-15 13:52:00,2025-11-15 14:39:00,Delivered,47.0,40,10,
3843,1030,70,29,720,720,2,9.0,2025-12-20 13:41:00,2025-12-20 14:07:00,Delivered,26.0,25,10,
3844,1570,102,115,606,606,1,1.0,2025-08-28 20:26:00,2025-08-28 21:05:00,Delivered,39.0,60,10,
3845,506,33,228,227,227,1,,2024-08-14 16:29:00,,Cancelled,,25,10,Customer Cancelled
3846,219,2,257,632,632,5,4.0,2025-09-23 13:26:00,2025-09-23 14:20:00,Delivered,54.0,40,10,
3847,1224,76,143,126,126,5,,2024-05-05 13:07:00,2024-05-05 13:56:00,Delivered,49.0,0,10,
3848,607,43,92,165,165,1,,2024-06-13 21:42:00,2024-06-13 22:33:00,Delivered,51.0,0,10,
3849,600,48,189,524,524,5,,2025-06-07 19:32:00,2025-06-07 20:10:00,Delivered,38.0,25,10,
3850,1476,83,10,518,518,2,,2025-06-01 17:21:00,2025-06-01 18:05:00,Delivered,44.0,60,10,
3851,1395,76,188,616,616,5,7.0,2025-09-07 14:36:00,2025-09-07 15:03:00,Delivered,27.0,40,10,
3852,582,35,265,273,273,5,,2024-09-29 20:26:00,2024-09-29 20:54:00,Delivered,28.0,60,10,
3853,1836,103,239,180,180,4,,2024-06-28 12:55:00,2024-06-28 13:36:00,Delivered,41.0,60,10,
3854,420,7,4,572,572,5,,2025-07-25 14:21:00,2025-07-25 14:45:00,Delivered,24.0,25,10,
3855,677,43,256,617,617,1,,2025-09-08 22:18:00,2025-09-08 22:41:00,Delivered,23.0,0,10,
3856,1603,100,249,46,46,3,,2024-02-15 13:44:00,2024-02-15 14:04:00,Delivered,20.0,0,10,
3857,1287,85,242,412,412,1,5.0,2025-02-15 14:36:00,2025-02-15 15:12:00,Delivered,36.0,25,10,
3858,614,43,256,151,151,5,,2024-05-30 13:41:00,2024-05-30 14:19:00,Delivered,38.0,0,10,
3859,1856,107,197,527,527,2,,2025-06-10 16:10:00,2025-06-10 16:33:00,Delivered,23.0,40,10,
3860,1301,84,129,437,437,1,,2025-03-12 14:01:00,2025-03-12 14:37:00,Delivered,36.0,25,10,
3861,676,48,57,653,653,4,,2025-10-14 10:12:00,2025-10-14 10:32:00,Delivered,20.0,25,10,
3862,49,27,96,291,291,3,,2024-10-17 21:36:00,2024-10-17 22:04:00,Delivered,28.0,25,10,
3863,1629,98,195,536,536,1,12.0,2025-06-19 09:14:00,,Cancelled,,0,10,Customer Cancelled
3864,1036,62,166,688,688,5,2.0,2025-11-18 12:45:00,2025-11-18 13:19:00,Delivered,34.0,25,10,
3865,581,41,171,462,462,2,9.0,2025-04-06 07:12:00,2025-04-06 07:54:00,Delivered,42.0,0,10,
3866,1845,113,198,664,664,5,,2025-10-25 21:00:00,2025-10-25 21:41:00,Delivered,41.0,25,10,
3867,761,36,86,314,314,3,,2024-11-09 13:32:00,2024-11-09 13:57:00,Delivered,25.0,25,10,
3868,1473,86,139,384,384,4,6.0,2025-01-18 21:07:00,2025-01-18 22:06:00,Delivered,59.0,40,10,
3869,1972,118,118,573,573,3,5.0,2025-07-26 10:36:00,2025-07-26 10:59:00,Delivered,23.0,25,10,
3870,925,50,82,223,223,3,,2024-08-10 20:32:00,,Cancelled,,0,10,Payment Failed
